school,year,games,wins,losses,ties,preseason_rank,postseason_rank,srs,sp_overall,sp_offense,sp_defense,first_name,last_name
TCU,1918,7,4,3,0,,,,,,,E.M.,Tipton
Nevada,1996,12,9,3,0,,,3.1,3.7,42.5,39.7,Jeff,Tisdel
Nevada,1997,11,5,6,0,,,-2.5,1.4,38.1,36.6,Jeff,Tisdel
Nevada,1998,11,6,5,0,,,-7.4,-7.6,35,40.2,Jeff,Tisdel
Nevada,1999,11,3,8,0,,,-16.7,-16.2,32,43.2,Jeff,Tisdel
New Mexico,1953,9,5,3,1,,,-7.8,,,,Robert,Titchenal
New Mexico,1954,10,5,5,0,,,-18.1,,,,Robert,Titchenal
New Mexico,1955,10,2,8,0,,,-26.5,,,,Robert,Titchenal
San José State,1957,10,3,7,0,,,-17.5,,,,Robert,Titchenal
San José State,1958,9,4,5,0,,,2.5,,,,Robert,Titchenal
San José State,1959,10,4,6,0,,,-12.9,,,,Robert,Titchenal
San José State,1960,9,5,4,0,,,-12.2,,,,Robert,Titchenal
San José State,1961,10,6,4,0,,,-8.8,,,,Robert,Titchenal
San José State,1962,11,2,8,1,,,-12.8,,,,Robert,Titchenal
San José State,1963,10,5,5,0,,,-4.5,,,,Robert,Titchenal
San José State,1964,10,4,6,0,,,-6.4,,,,Robert,Titchenal
TCU,1971,4,3,1,0,,,-0.4,-4.4,25.1,29.5,Billy,Tohill
TCU,1972,11,5,6,0,,,4.5,2.4,26.3,24.7,Billy,Tohill
TCU,1973,11,3,8,0,,,-1.1,-6.2,23.8,29.7,Billy,Tohill
Pacific,1979,10,3,7,0,,,-10.3,-16.3,12.5,28.7,Bob,Toledo
Pacific,1980,12,4,8,0,,,-11.6,-16.8,19.9,35.1,Bob,Toledo
Pacific,1981,11,5,6,0,,,-4.6,-4,21.1,25.4,Bob,Toledo
Pacific,1982,11,2,9,0,,,-14.1,-14.6,24,36,Bob,Toledo
UCLA,1996,11,5,6,0,,,10.1,12.7,40.8,31.1,Bob,Toledo
UCLA,1997,12,10,2,0,,5,21.4,25.8,46.8,25.2,Bob,Toledo
UCLA,1998,12,10,2,0,7,8,17.9,23,50.1,31.9,Bob,Toledo
UCLA,1999,11,4,7,0,16,,-3.4,-0.3,29.9,30.5,Bob,Toledo
UCLA,2000,12,6,6,0,,,7.8,11.6,40.8,32.4,Bob,Toledo
UCLA,2001,11,7,4,0,17,,14,16.8,37.6,22.4,Bob,Toledo
UCLA,2002,12,7,5,0,,,11.8,16,40,26.9,Bob,Toledo
Tulane,2007,12,4,8,0,,,-15.3,-15.5,23,37.7,Bob,Toledo
Tulane,2008,12,2,10,0,,,-19.9,-17.4,19.8,34.7,Bob,Toledo
Tulane,2009,12,3,9,0,,,-23.2,-22.2,19.6,39.4,Bob,Toledo
Tulane,2010,12,4,8,0,,,-17.9,-21.1,18.5,37.7,Bob,Toledo
Tulane,2011,7,2,5,0,,,-23.9,-21.9,16.9,37.7,Bob,Toledo
Marshall,1969,10,3,7,0,,,-14.6,,,,Rick,Tolley
Marshall,1970,9,3,6,0,,,-18.2,-8.7,19.8,28,Rick,Tolley
USC,1983,11,4,6,1,8,,2.1,2.4,25.6,23.8,Ted,Tollner
USC,1984,12,9,3,0,,10,8.2,13.7,25.9,12.4,Ted,Tollner
USC,1985,12,6,6,0,6,,7.1,10.8,25.2,15.1,Ted,Tollner
USC,1986,12,7,5,0,,,13.2,16.6,32.7,17.5,Ted,Tollner
San Diego State,1994,11,4,7,0,,,0.3,-0.7,36.9,37.1,Ted,Tollner
San Diego State,1995,12,8,4,0,,,1.6,6.2,37.4,33,Ted,Tollner
San Diego State,1996,11,8,3,0,,,4.5,7.7,43,36.9,Ted,Tollner
San Diego State,1997,12,5,7,0,,,-3.7,-0.9,29.6,30.9,Ted,Tollner
San Diego State,1998,12,7,5,0,,,-2,0.7,24.9,24.5,Ted,Tollner
San Diego State,1999,11,5,6,0,,,2.6,7.5,29.9,24.1,Ted,Tollner
San Diego State,2000,11,3,8,0,,,-6,-6.3,21.3,27.4,Ted,Tollner
San Diego State,2001,11,3,8,0,,,-14.2,-14.8,19,32.7,Ted,Tollner
Hawai'i,1977,11,5,6,0,,,-2.7,-2,24.7,26.9,Dick,Tomey
Hawai'i,1978,11,6,5,0,,,-0.6,2.4,30.3,29,Dick,Tomey
Hawai'i,1979,11,6,5,0,,,1.5,4.8,30.4,27.3,Dick,Tomey
Hawai'i,1980,11,8,3,0,,,-3.4,-4.2,24.4,28.4,Dick,Tomey
Hawai'i,1981,11,9,2,0,,,13.4,15.3,33,19,Dick,Tomey
Hawai'i,1982,11,6,5,0,,,-3.3,-0.4,25.9,26.7,Dick,Tomey
Hawai'i,1983,11,5,5,1,,,-3.3,-3.4,25.5,28.9,Dick,Tomey
Hawai'i,1984,11,7,4,0,,,0.3,7.3,24.7,18.4,Dick,Tomey
Hawai'i,1985,12,4,6,2,,,-0.6,4.4,28.8,25.6,Dick,Tomey
Hawai'i,1986,12,7,5,0,,,-2.3,0.5,24,23.7,Dick,Tomey
Arizona,1987,11,4,4,3,,,4.4,7.9,30.1,23.3,Dick,Tomey
Arizona,1988,11,7,4,0,,,11,17,35,19.5,Dick,Tomey
Arizona,1989,12,8,4,0,18,25,11.6,14,27.8,14.2,Dick,Tomey
Arizona,1990,12,7,5,0,,,1.9,0.4,29.5,29.7,Dick,Tomey
Arizona,1991,11,4,7,0,,,0.8,2.2,34.7,33.5,Dick,Tomey
Arizona,1992,12,6,5,1,,,14.4,19.5,26.2,7.2,Dick,Tomey
Arizona,1993,12,10,2,0,14,10,17.4,18.2,30.8,14,Dick,Tomey
Arizona,1994,12,8,4,0,7,20,9.9,10.3,28.1,18.8,Dick,Tomey
Arizona,1995,11,6,5,0,19,,1.7,0.7,22.3,21.8,Dick,Tomey
Arizona,1996,11,5,6,0,,,8.9,9.4,36.6,29.2,Dick,Tomey
Arizona,1997,12,7,5,0,,,7.9,12.8,37.8,26.6,Dick,Tomey
Arizona,1998,13,12,1,0,24,4,14.9,16.3,39,24.7,Dick,Tomey
Arizona,1999,12,6,6,0,4,,-1.8,1.4,36.2,35.1,Dick,Tomey
Arizona,2000,11,5,6,0,,,9.5,11.6,32.1,21.8,Dick,Tomey
San José State,2005,11,3,8,0,,,-19.9,-14.7,18.6,33.3,Dick,Tomey
San José State,2006,13,9,4,0,,,-2.2,-1.8,24,26.1,Dick,Tomey
San José State,2007,12,5,7,0,,,-15.6,-16,20.3,34.7,Dick,Tomey
San José State,2008,12,6,6,0,,,-9.6,-13.2,12.9,25.4,Dick,Tomey
San José State,2009,12,2,10,0,,,-21.2,-25.2,13.5,37.7,Dick,Tomey
Arkansas,1943,9,2,7,0,,,-18.1,,,,John,Tomlin
North Carolina,1998,12,7,5,0,12,,2.7,3.7,30.3,28,Carl,Torbush
North Carolina,1999,11,3,8,0,,,0,-2.9,24.5,27.6,Carl,Torbush
North Carolina,2000,11,6,5,0,,,0.5,1.8,31.2,30.5,Carl,Torbush
Idaho,1996,11,6,5,0,,,-5.8,-2.4,35.4,36.9,Chris,Tormey
Idaho,1997,11,5,6,0,,,-16.1,-16.4,25.2,38.9,Chris,Tormey
Idaho,1998,12,9,3,0,,,-7.8,-8.5,33.8,39.7,Chris,Tormey
Idaho,1999,11,7,4,0,,,-9.5,-8.5,27.5,34.4,Chris,Tormey
Nevada,2000,12,2,10,0,,,-23.1,-22.5,24.2,42.2,Chris,Tormey
Nevada,2001,11,3,8,0,,,-15.1,-12.1,35,42.5,Chris,Tormey
Nevada,2002,12,5,7,0,,,-8.9,-7.9,32.4,38.3,Chris,Tormey
Nevada,2003,12,6,6,0,,,-8.8,-9,28.4,35.3,Chris,Tormey
Navy,1982,11,6,5,0,,,1.3,-2.4,22.7,25.2,Gary,Tranquill
Navy,1983,11,3,8,0,,,-8.3,-15,18.6,32.5,Gary,Tranquill
Navy,1984,11,4,6,1,,,1.5,1.2,28,27.4,Gary,Tranquill
Navy,1985,11,4,7,0,,,2.5,2.1,27.5,26.1,Gary,Tranquill
Navy,1986,11,3,8,0,,,-16.5,-22.2,21.3,40,Gary,Tranquill
UT San Antonio,2020,0,0,0,0,,,-3.9,-9.6,23.8,33.7,Jeff,Traylor
Miami (OH),2011,12,4,8,0,,,-5.9,-5.3,25.3,27.6,Don,Treadwell
Miami (OH),2012,12,4,8,0,,,-18.6,-16.2,22.7,39.4,Don,Treadwell
Miami (OH),2013,5,0,5,0,,,-30.2,-29,10.2,38.8,Don,Treadwell
North Carolina,1913,9,5,4,0,,,0.3,,,,T.C.,Trenchard
North Carolina,1914,11,10,1,0,,,3.1,,,,T.C.,Trenchard
North Carolina,1915,8,4,3,1,,,0.7,,,,T.C.,Trenchard
Ohio State,2001,12,7,5,0,23,,9.5,11.1,32.9,23.4,Jim,Tressel
Ohio State,2002,14,14,0,0,13,1,18.9,24.7,37.2,13.1,Jim,Tressel
Ohio State,2003,13,11,2,0,2,4,13,20.2,34.9,15.6,Jim,Tressel
Ohio State,2004,12,8,4,0,9,20,11.5,17.5,33.3,17.4,Jim,Tressel
Ohio State,2005,12,10,2,0,6,4,27.2,31.2,42.1,10.9,Jim,Tressel
Ohio State,2006,13,12,1,0,1,2,22.2,27,37.2,12.1,Jim,Tressel
Ohio State,2007,13,11,2,0,11,5,18.2,29.2,37.8,9.5,Jim,Tressel
Ohio State,2008,13,10,3,0,2,9,17.4,22.7,32.7,12.2,Jim,Tressel
Ohio State,2009,13,11,2,0,6,5,15.4,21,30,9.3,Jim,Tressel
Ohio State,2010,13,12,1,0,2,5,20.4,30,40.5,11.4,Jim,Tressel
Miami,1936,10,6,2,2,,,-2,,,,Irl,Tubbs
Iowa,1937,8,1,7,0,,,-6.3,,,,Irl,Tubbs
Iowa,1938,8,1,6,1,,,-6.7,,,,Irl,Tubbs
Ole Miss,1995,11,6,5,0,,,-1.2,-2,19.8,21.8,Tommy,Tuberville
Ole Miss,1996,11,5,6,0,,,-11,-10.3,21.1,30.7,Tommy,Tuberville
Ole Miss,1997,12,8,4,0,,22,10.6,17,33,17.5,Tommy,Tuberville
Ole Miss,1998,11,6,5,0,,,-0.2,-1.4,27.6,29,Tommy,Tuberville
Auburn,1999,11,5,6,0,,,5.8,9.8,30.3,21.8,Tommy,Tuberville
Auburn,2000,13,9,4,0,,18,6.6,12.8,32.9,21,Tommy,Tuberville
Auburn,2001,12,7,5,0,,,4.5,8.5,30.5,23.4,Tommy,Tuberville
Auburn,2002,13,9,4,0,,14,14.5,19.2,36.8,19.5,Tommy,Tuberville
Auburn,2003,13,8,5,0,6,,10.8,17.9,33.2,17,Tommy,Tuberville
Auburn,2004,13,13,0,0,17,2,22.7,27.3,39.3,12.5,Tommy,Tuberville
Auburn,2005,12,9,3,0,16,14,15.8,20.7,35.4,14.7,Tommy,Tuberville
Auburn,2006,13,11,2,0,4,9,13.5,19.4,32.4,15.1,Tommy,Tuberville
Auburn,2007,13,9,4,0,18,15,13.2,20.7,31.3,11.3,Tommy,Tuberville
Auburn,2008,12,5,7,0,10,,1.3,1.4,19.7,17.4,Tommy,Tuberville
Texas Tech,2010,13,8,5,0,,,0.9,7.4,34.2,26.9,Tommy,Tuberville
Texas Tech,2011,12,5,7,0,,,-0.4,4.8,38.6,34.5,Tommy,Tuberville
Texas Tech,2012,12,7,5,0,,,7.9,17,44.1,26.5,Tommy,Tuberville
Cincinnati,2013,13,9,4,0,,,0.6,7.8,31.9,21.6,Tommy,Tuberville
Cincinnati,2014,13,9,4,0,,,1.6,6.9,36.3,29.8,Tommy,Tuberville
Cincinnati,2015,13,7,6,0,,,0.1,5.3,34.4,28.2,Tommy,Tuberville
Cincinnati,2016,12,4,8,0,,,-11.7,-3.6,24.5,27.3,Tommy,Tuberville
Colorado,2019,12,5,7,0,,,-2.2,-4.1,30.1,34.7,Mel,Tucker
Michigan State,2020,0,0,0,0,,,-4.5,-2.4,18.3,20.6,Mel,Tucker
Washington,2013,1,1,0,0,,25,19.8,20.5,37.6,18.3,Marques,Tuiasosopo
Purdue,1907,5,0,5,0,,,-13,,,,L.C.,Turner
San José State,1992,11,7,4,0,,,-7.4,-10.2,31.4,39,Ron,Turner
Illinois,1997,11,0,11,0,,,-15.3,-18.1,18.2,34.9,Ron,Turner
Illinois,1998,11,3,8,0,,,-12.6,-13.5,18.5,30.7,Ron,Turner
Illinois,1999,12,8,4,0,,24,14.3,17.1,40.6,26.6,Ron,Turner
Illinois,2000,11,5,6,0,21,,3.3,1.8,32.7,32.1,Ron,Turner
Illinois,2001,12,10,2,0,,12,12.2,14.9,40.3,28.2,Ron,Turner
Illinois,2002,12,5,7,0,,,3.5,6.2,35.6,31.4,Ron,Turner
Illinois,2003,12,1,11,0,,,-11.7,-12.1,24.4,34.4,Ron,Turner
Illinois,2004,11,3,8,0,,,-6.6,-11.3,26.7,35.5,Ron,Turner
Florida International,2013,12,1,11,0,,,-29.7,-38.9,6.4,43.4,Ron,Turner
Florida International,2014,12,4,8,0,,,-8.5,-16.2,15,30.3,Ron,Turner
Florida International,2015,12,5,7,0,,,-13.5,-16.6,21.7,36.5,Ron,Turner
Florida International,2016,4,0,4,0,,,-19.1,-19,25,42.2,Ron,Turner
BYU,1922,6,1,5,0,,,-44.1,,,,Alvin,Twitchell
BYU,1923,7,2,5,0,,,-20.1,,,,Alvin,Twitchell
BYU,1924,6,2,3,1,,,-7.3,,,,Alvin,Twitchell
Mississippi State,1973,11,4,5,2,,,3.3,5.6,28.7,24.1,Bob,Tyler
Mississippi State,1974,12,9,3,0,,17,14.1,20.8,37.7,17.8,Bob,Tyler
Mississippi State,1975,11,6,4,1,,,6.8,12.4,23.5,11.4,Bob,Tyler
Mississippi State,1976,11,9,2,0,,20,12,19.1,33.2,15.6,Bob,Tyler
Mississippi State,1977,11,5,6,0,16,,8.4,14.5,29.8,15.9,Bob,Tyler
Mississippi State,1978,11,6,5,0,,,10.3,15.7,30.9,16.7,Bob,Tyler
North Texas,1981,11,2,9,0,,,-5.1,-8,14.7,22.2,Bob,Tyler
Southern Mississippi,1969,10,5,5,0,,,-16.9,,,,P.W.,Underwood
Southern Mississippi,1970,11,5,6,0,,,-5.9,0.8,29.5,29.2,P.W.,Underwood
Southern Mississippi,1971,11,6,5,0,,,4.7,8.2,24.5,17.2,P.W.,Underwood
Southern Mississippi,1972,11,3,7,1,,,-1,0.7,22.2,21.6,P.W.,Underwood
Southern Mississippi,1973,11,6,4,1,,,3.3,11.1,26.5,16.3,P.W.,Underwood
Southern Mississippi,1974,11,6,5,0,,,-1.5,6,21.6,16.7,P.W.,Underwood
Buffalo,1966,10,5,5,0,,,-6,,,,Doc,Urich
Buffalo,1967,10,6,4,0,,,-7.2,,,,Doc,Urich
Buffalo,1968,10,7,3,0,,,-19.3,,,,Doc,Urich
Northern Illinois,1969,10,3,7,0,,,-15.4,,,,Doc,Urich
Northern Illinois,1970,10,3,7,0,,,-19.3,-8.5,24.5,32.1,Doc,Urich
Western Michigan,1975,11,1,10,0,,,-18.6,-16.3,14.8,30.7,Elliot,Uzelac
Western Michigan,1976,11,7,4,0,,,-4.8,3.2,27.4,25.2,Elliot,Uzelac
Western Michigan,1977,11,4,7,0,,,-6.6,-2.1,25.9,28.2,Elliot,Uzelac
Western Michigan,1978,11,7,4,0,,,-8.2,1.2,20.4,19.5,Elliot,Uzelac
Western Michigan,1979,11,6,5,0,,,-1.7,4.4,17.5,14.1,Elliot,Uzelac
Western Michigan,1980,11,7,4,0,,,-6.2,2.8,23.7,21.3,Elliot,Uzelac
Western Michigan,1981,11,6,5,0,,,-8.1,-1.7,19.3,21,Elliot,Uzelac
Navy,1987,11,2,9,0,,,-12.8,-15.9,17,32.4,Elliot,Uzelac
Navy,1988,11,3,8,0,,,-6.7,-10.2,21,30.4,Elliot,Uzelac
Navy,1989,11,3,8,0,,,-9.8,-11.5,19.9,30.1,Elliot,Uzelac
Illinois,1894,8,5,3,0,,,,,,,Louis,Vail
Illinois,1967,10,4,6,0,,,-1.9,,,,James,Valek
Illinois,1968,10,1,9,0,,,-4.9,,,,James,Valek
Illinois,1969,10,0,10,0,,,-15.9,,,,James,Valek
Illinois,1970,10,3,7,0,,,0.7,-8.5,23.5,31.2,James,Valek
Kansas,1986,11,3,8,0,,,-17.4,-20.2,13.5,33.5,Bob,Valesente
Kansas,1987,11,1,9,1,,,-16.8,-17.3,24.5,39,Bob,Valesente
Maryland,1997,11,2,9,0,,,-9.6,-12.5,23.4,33.9,Ron,Vanderlinden
Maryland,1998,11,3,8,0,,,-4.6,-8.6,24,31.8,Ron,Vanderlinden
Maryland,1999,11,5,6,0,,,4.6,1.8,30.5,29.8,Ron,Vanderlinden
Maryland,2000,11,5,6,0,,,-0.1,-0.5,29.3,30,Ron,Vanderlinden
Southern Mississippi,1963,9,5,3,1,,,-2.7,,,,Pie,Vann
Southern Mississippi,1964,9,6,3,0,,,-9.6,,,,Pie,Vann
Southern Mississippi,1965,9,7,2,0,,,-2.9,,,,Pie,Vann
Southern Mississippi,1966,10,6,4,0,,,6.3,,,,Pie,Vann
Southern Mississippi,1967,9,6,3,0,,,1,,,,Pie,Vann
Southern Mississippi,1968,10,4,6,0,,,6.2,,,,Pie,Vann
Virginia,1915,9,8,1,0,,,18.9,,,,Harry,Varner
Ohio State,1911,10,5,3,2,0,0,,,,,Harry,Vaughn
Ole Miss,1947,11,9,2,0,,13,20.4,,,,John,Vaught
Ole Miss,1948,9,8,1,0,,15,26.6,,,,John,Vaught
Ole Miss,1949,10,4,5,1,,,4.5,,,,John,Vaught
Ole Miss,1950,10,5,5,0,,,5.6,,,,John,Vaught
Ole Miss,1951,10,6,3,1,,,14.7,,,,John,Vaught
Ole Miss,1952,11,8,1,2,,7,19.5,,,,John,Vaught
Ole Miss,1953,10,7,2,1,,,17.7,,,,John,Vaught
Ole Miss,1954,11,9,2,0,10,6,18.4,,,,John,Vaught
Ole Miss,1955,11,10,1,0,15,10,23.7,,,,John,Vaught
Ole Miss,1956,10,7,3,0,13,,18.9,,,,John,Vaught
Ole Miss,1957,11,9,1,1,,7,23.7,,,,John,Vaught
Ole Miss,1958,11,9,2,0,6,11,20.3,,,,John,Vaught
Ole Miss,1959,11,10,1,0,8,2,34.2,,,,John,Vaught
Ole Miss,1960,11,10,0,1,2,2,27.7,,,,John,Vaught
Ole Miss,1961,11,9,2,0,9,5,30.7,,,,John,Vaught
Ole Miss,1962,10,10,0,0,6,3,24.1,,,,John,Vaught
Ole Miss,1963,10,7,1,2,2,7,21.5,,,,John,Vaught
Ole Miss,1964,11,5,5,1,1,,10.6,,,,John,Vaught
Ole Miss,1965,11,7,4,0,,,16.8,,,,John,Vaught
Ole Miss,1966,11,8,3,0,,,20.6,,,,John,Vaught
Ole Miss,1967,11,6,4,1,,,12.9,,,,John,Vaught
Ole Miss,1968,11,7,3,1,,,11.5,,,,John,Vaught
Ole Miss,1969,11,8,3,0,9,8,23.7,,,,John,Vaught
Ole Miss,1970,11,7,4,0,5,20,12.2,14.3,38.2,25.5,John,Vaught
Ole Miss,1973,8,5,3,0,,,8.2,11.8,25.9,14.7,John,Vaught
Iowa State,1931,8,5,3,0,,,-6.2,,,,George,Veenker
Iowa State,1932,8,3,4,1,,,-12.5,,,,George,Veenker
Iowa State,1933,9,3,5,1,,,-3.3,,,,George,Veenker
Iowa State,1934,9,5,3,1,,,3.8,,,,George,Veenker
Iowa State,1935,9,2,4,3,,,-0.7,,,,George,Veenker
Iowa State,1936,8,3,3,2,,,-3.6,,,,George,Veenker
Florida State,1948,8,7,1,0,0,0,,,,,Don,Veller
Florida State,1949,10,9,1,0,0,0,,,,,Don,Veller
Florida State,1950,8,8,0,0,0,0,,,,,Don,Veller
Florida State,1951,8,6,2,0,0,0,,,,,Don,Veller
Florida State,1952,10,1,8,1,0,0,,,,,Don,Veller
Northwestern,1978,11,0,10,1,,,-20.3,-28.2,16.2,40.6,Rick,Venturi
Northwestern,1979,11,1,10,0,,,-14.6,-19.6,18.3,36.3,Rick,Venturi
Northwestern,1980,11,0,11,0,,,-16.4,-25.5,21.6,42.3,Rick,Venturi
UCLA,1974,11,6,3,2,12,,8.6,4.4,24.5,20.6,Dick,Vermeil
UCLA,1975,12,9,2,1,14,5,15.6,18.1,38.2,22,Dick,Vermeil
Louisiana Monroe,2016,12,4,8,0,,,-19.6,-21.3,20.4,41.5,Matt,Viator
Louisiana Monroe,2017,12,4,8,0,,,-12.7,-12.9,32.3,45.5,Matt,Viator
Louisiana Monroe,2018,12,6,6,0,,,-10.9,-10.9,26.5,35.4,Matt,Viator
Louisiana Monroe,2019,12,5,7,0,,,-9,-10.7,31.5,40.8,Matt,Viator
Louisiana Monroe,2020,0,0,0,0,,,-24.5,-18.4,21.6,39.6,Matt,Viator
Northwestern,1947,9,3,6,0,,,10.7,,,,Robert,Voigts
Northwestern,1948,10,8,2,0,,7,19.8,,,,Robert,Voigts
Northwestern,1949,9,4,5,0,,,12,,,,Robert,Voigts
Northwestern,1950,9,6,3,0,,,10.1,,,,Robert,Voigts
Northwestern,1951,9,5,4,0,,,8.1,,,,Robert,Voigts
Northwestern,1952,9,2,6,1,,,3,,,,Robert,Voigts
Northwestern,1953,9,3,6,0,,,3.9,,,,Robert,Voigts
Northwestern,1954,9,2,7,0,,,7,,,,Robert,Voigts
Hawai'i,1996,12,2,10,0,,,-22.1,-24,18.9,39.7,Fred,Vonappen
Hawai'i,1997,12,3,9,0,,,-12.1,-15,17.2,31.4,Fred,Vonappen
Hawai'i,1998,12,0,12,0,,,-27.1,-29.4,14.7,40.7,Fred,Vonappen
Virginia,1958,10,1,9,0,,,-13.8,,,,Richard,Voris
Virginia,1959,10,0,10,0,,,-24.1,,,,Richard,Voris
Virginia,1960,10,0,10,0,,,-25.1,,,,Richard,Voris
William & Mary,1940,9,6,2,1,,,-3.8,,,,Carl,Voyles
Auburn,1944,8,4,4,0,,,-7.1,,,,Carl,Voyles
Auburn,1945,10,5,5,0,,,-2.3,,,,Carl,Voyles
Auburn,1946,10,4,6,0,,,-2.7,,,,Carl,Voyles
Auburn,1947,9,2,7,0,,,-10.2,,,,Carl,Voyles
TCU,1983,11,1,8,2,,,-8.7,-14.9,16.4,30.2,Jim,Wacker
TCU,1984,12,8,4,0,,,4.9,5.4,36.5,33,Jim,Wacker
TCU,1985,11,3,8,0,,,-17.8,-22.2,20.8,39.7,Jim,Wacker
TCU,1986,11,3,8,0,,,-10.8,-15.3,29.8,41.2,Jim,Wacker
TCU,1987,11,5,6,0,,,5.6,8.3,31.2,24.7,Jim,Wacker
TCU,1988,11,4,7,0,,,-5,-7.4,24,30.9,Jim,Wacker
TCU,1989,11,4,7,0,,,-4.2,-6.7,23.8,30,Jim,Wacker
TCU,1990,11,5,6,0,,,-2.4,-5.7,33.3,37.7,Jim,Wacker
TCU,1991,11,7,4,0,,,-1.4,-1.1,29.9,31.4,Jim,Wacker
Minnesota,1992,11,2,9,0,,,-6,-8.7,24.7,32.6,Jim,Wacker
Minnesota,1993,11,4,7,0,,,-3,-6.3,32.2,36.9,Jim,Wacker
Minnesota,1994,11,3,8,0,,,2.6,3.2,34.7,33,Jim,Wacker
Minnesota,1995,11,3,8,0,,,-0.1,0.8,35.7,35.1,Jim,Wacker
Minnesota,1996,11,4,7,0,,,-2,-1.6,31.2,33.2,Jim,Wacker
Syracuse,1899,8,4,4,0,,,0.2,,,,Frank,Wade
Alabama,1923,10,7,2,1,,,3.8,,,,Wallace,Wade
Alabama,1924,9,8,1,0,,,22.3,,,,Wallace,Wade
Alabama,1925,10,10,0,0,,,21.7,,,,Wallace,Wade
Alabama,1926,10,9,0,1,,,21.4,,,,Wallace,Wade
Alabama,1927,10,5,4,1,,,2,,,,Wallace,Wade
Alabama,1928,9,6,3,0,,,13.7,,,,Wallace,Wade
Alabama,1929,9,6,3,0,,,9.3,,,,Wallace,Wade
Alabama,1930,10,10,0,0,,,27,,,,Wallace,Wade
Duke,1931,10,5,3,2,,,-0.3,,,,Wallace,Wade
Duke,1932,10,7,3,0,,,8,,,,Wallace,Wade
Duke,1933,10,9,1,0,,,8.8,,,,Wallace,Wade
Duke,1934,9,7,2,0,,,13.4,,,,Wallace,Wade
Duke,1935,10,8,2,0,,,12,,,,Wallace,Wade
Duke,1936,10,9,1,0,,11,18.4,,,,Wallace,Wade
Duke,1937,10,7,2,1,,20,13.8,,,,Wallace,Wade
Duke,1938,10,9,1,0,,3,14.5,,,,Wallace,Wade
Duke,1939,9,8,1,0,,8,20.1,,,,Wallace,Wade
Duke,1940,9,7,2,0,,18,17.3,,,,Wallace,Wade
Duke,1941,10,9,1,0,,2,19.1,,,,Wallace,Wade
Duke,1946,9,4,5,0,,,19.9,,,,Wallace,Wade
Duke,1947,9,4,3,2,,19,8.7,,,,Wallace,Wade
Duke,1948,9,4,3,2,,,9.6,,,,Wallace,Wade
Duke,1949,9,6,3,0,,,11.3,,,,Wallace,Wade
Duke,1950,10,7,3,0,16,,4.7,,,,Wallace,Wade
Hawai'i,1987,12,5,7,0,,,-9.2,-8.6,27.8,34.9,Bob,Wagner
Hawai'i,1988,12,9,3,0,,,3.4,6.8,36.5,31.9,Bob,Wagner
Hawai'i,1989,13,9,3,1,,,7,7.4,38.5,33,Bob,Wagner
Hawai'i,1990,12,7,5,0,,,1.4,4.8,34.2,31.3,Bob,Wagner
Hawai'i,1991,12,4,7,1,,,-5.1,-0.5,36.6,36.7,Bob,Wagner
Hawai'i,1992,13,11,2,0,,20,4.9,7.9,38.2,32.1,Bob,Wagner
Hawai'i,1993,12,6,6,0,,,-5.5,-7,36.1,40.6,Bob,Wagner
Hawai'i,1994,12,3,8,1,,,-2.5,-5.4,25.2,30.5,Bob,Wagner
Hawai'i,1995,12,4,8,0,,,-18.6,-18.9,26.5,41.6,Bob,Wagner
Colorado State,1942,7,4,3,0,,,-25.4,,,,Julius,Wagner
Colorado State,1945,8,2,5,1,,,-26,,,,Julius,Wagner
Colorado State,1946,9,2,7,0,,,-34.5,,,,Julius,Wagner
Washington State,1978,11,3,7,1,,,3.1,0.4,33.3,33.5,Jim,Walden
Washington State,1979,11,3,8,0,,,-2.4,-4.7,32.2,36,Jim,Walden
Washington State,1980,11,4,7,0,,,4.7,-1,30.5,32,Jim,Walden
Washington State,1981,12,8,3,1,,,13.8,14.5,30.7,17.4,Jim,Walden
Washington State,1982,11,3,7,1,,,-3.9,-12.4,16.8,28.3,Jim,Walden
Washington State,1983,11,7,4,0,,,4.9,11.3,29.9,19.8,Jim,Walden
Washington State,1984,11,6,5,0,,,2.7,7.5,38.7,33,Jim,Walden
Washington State,1985,11,4,7,0,,,4.7,6.9,34.2,29.4,Jim,Walden
Washington State,1986,11,3,7,1,,,0.7,1.8,30.1,29.4,Jim,Walden
Iowa State,1987,11,3,8,0,,,-13.5,-14.9,26.6,38.3,Jim,Walden
Iowa State,1988,11,5,6,0,,,-5,-5.7,22.6,28.2,Jim,Walden
Iowa State,1989,11,6,5,0,,,-4.3,-5.1,30.9,35.3,Jim,Walden
Iowa State,1990,11,4,6,1,,,-0.2,-0.5,32.6,33.4,Jim,Walden
Iowa State,1991,11,3,7,1,,,-7,-11.3,16.7,27.3,Jim,Walden
Iowa State,1992,11,4,7,0,,,1.7,0.5,26.8,26.7,Jim,Walden
Iowa State,1993,11,3,8,0,,,-0.8,-4.4,30.1,34.1,Jim,Walden
Iowa State,1994,11,0,10,1,,,-11.6,-14,25.6,36.6,Jim,Walden
Oklahoma State,1929,9,4,3,2,,,-4.1,,,,Pappy,Waldorf
Oklahoma State,1930,10,7,2,1,,,9.9,,,,Pappy,Waldorf
Oklahoma State,1931,11,8,2,1,,,0,,,,Pappy,Waldorf
Oklahoma State,1932,12,9,1,2,,,2.8,,,,Pappy,Waldorf
